Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0411,2025-11-05,2025-11,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Potato Chips,Foreign material,Class I,Serious health risk or death,3,7,2.1,Ontario,Leclerc Group is recalling Potato Chips due to the possible presence of wood splinters.
RC-0207,2025-11-07,2025-11,2025,Seafood,True North Salmon,True North Salmon Shrimp,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,True North Salmon is recalling Shrimp because a deviation from standard manufacturing practice occurred during production.
RC-0839,2025-11-07,2025-11,2025,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Pasta Sauce,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Quebec,Conagra Brands Canada is recalling Pasta Sauce due to possible E. coli O157:H7 contamination.
RC-0064,2025-11-09,2025-11,2025,Pharmaceuticals,Pendopharm,Pendopharm Acetaminophen,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Pendopharm is recalling Acetaminophen due to the presence of pesticide residues contamination.
RC-0487,2025-11-09,2025-11,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Potato Chips,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Recall of Potato Chips by Leclerc Group because the product may contain undeclared sesame which is not declared on the label.
RC-0073,2025-11-10,2025-11,2025,Seafood,High Liner Foods,High Liner Foods Tuna,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,High Liner Foods is recalling Tuna because a deviation from standard manufacturing practice occurred during production.
RC-0706,2025-11-10,2025-11,2025,Seafood,Pacific Seafood,Pacific Seafood Atlantic Salmon,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Pacific Seafood is recalling Atlantic Salmon due to elevated levels of lead.
RC-0263,2025-11-11,2025-11,2025,Beverages,Lassonde Industries,Lassonde Industries Orange Juice,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,National,Lassonde Industries is recalling Orange Juice due to undeclared sulphites. People with sensitivity to sulphites should not consume this product.
RC-0178,2025-11-14,2025-11,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Ground Beef,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Alberta,Maple Leaf Foods is recalling certain lots of Ground Beef due to possible Clostridium perfringens contamination detected during routine testing.
RC-0090,2025-11-16,2025-11,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Chicken Soup,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Recall of Chicken Soup due to a process deviation during manufacturing that may affect product safety.
RC-0733,2025-11-16,2025-11,2025,Dietary Supplements,CanPrev Natural Health,CanPrev Natural Health Magnesium,Process deviation,Class I,Serious health risk or death,3,6,1.8,Newfoundland and Labrador,CanPrev Natural Health is recalling Magnesium because a deviation from standard manufacturing practice occurred during production.
RC-0022,2025-11-20,2025-11,2025,Dairy and Eggs,Organic Meadow,Organic Meadow Cheddar Cheese,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,British Columbia,"Organic Meadow is recalling Cheddar Cheese because the packaging may be compromised, potentially affecting product safety."
RC-0648,2025-11-20,2025-11,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Chicken Breast,Process deviation,Class I,Serious health risk or death,3,6,1.8,Nova Scotia,Maple Leaf Foods is recalling Chicken Breast because the product was not processed in accordance with approved manufacturing procedures.
RC-0627,2025-11-23,2025-11,2025,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Fruit Puree,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Mead Johnson Canada is recalling Fruit Puree because the product was labelled with incorrect nutritional information information.
RC-0654,2025-11-25,2025-11,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Strawberries,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Lakeside Produce is recalling Strawberries because the product was not processed in accordance with approved manufacturing procedures.
RC-0181,2025-11-30,2025-11,2025,Meat and Poultry,Olymel,Olymel Pork Sausage,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Nova Scotia,Olymel is recalling certain lots of Pork Sausage due to possible Clostridium perfringens contamination detected during routine testing.
RC-0048,2025-12-01,2025-12,2025,Pharmaceuticals,Apotex Inc.,Apotex Inc. Cough Syrup,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Apotex Inc. is recalling Cough Syrup because the product was not processed in accordance with approved manufacturing procedures.
RC-0746,2025-12-02,2025-12,2025,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Lasagna,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,Quebec,Bonduelle Americas is recalling Frozen Lasagna because the ingredient list on the label does not accurately reflect the product formulation.
RC-0047,2025-12-03,2025-12,2025,Seafood,High Liner Foods,High Liner Foods Cod Fillets,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Quebec,High Liner Foods is recalling Cod Fillets due to a packaging defect that may compromise product integrity.
RC-0057,2025-12-03,2025-12,2025,Dietary Supplements,Atrium Innovations,Atrium Innovations Fish Oil,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Alberta,Atrium Innovations is recalling Fish Oil because the product was labelled with incorrect storage instructions information.
RC-0836,2025-12-03,2025-12,2025,Beverages,Andrew Peller,Andrew Peller Sparkling Water,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Quebec,Andrew Peller is recalling certain lots of Sparkling Water due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0603,2025-12-05,2025-12,2025,Seafood,Pacific Seafood,Pacific Seafood Tuna,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Quebec,Pacific Seafood is recalling Tuna due to possible Staphylococcus aureus contamination.
RC-0243,2025-12-06,2025-12,2025,Dietary Supplements,Naturo Sciences,Naturo Sciences Fish Oil,Process deviation,Class I,Serious health risk or death,3,6,1.8,British Columbia,Recall of Fish Oil due to a process deviation during manufacturing that may affect product safety.
RC-0717,2025-12-07,2025-12,2025,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Frozen Pizza,Labelling error,Class I,Serious health risk or death,3,4,1.2,Quebec,Conagra Brands Canada is recalling Frozen Pizza due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0190,2025-12-13,2025-12,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Chicken Wings,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Maple Leaf Foods is recalling Chicken Wings because a deviation from standard manufacturing practice occurred during production.
RC-0755,2025-12-13,2025-12,2025,Meat and Poultry,Olymel,Olymel Beef Patties,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,British Columbia,Recall of Beef Patties because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0818,2025-12-14,2025-12,2025,Meat and Poultry,Better Beef,Better Beef Ground Beef,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,British Columbia,Better Beef is recalling Ground Beef because the ingredient list on the label does not accurately reflect the product formulation.
RC-0236,2025-12-23,2025-12,2025,Pharmaceuticals,Teva Canada,Teva Canada Acetaminophen,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Recall of Acetaminophen by Teva Canada because the product may contain mineral oil at levels that exceed Health Canada guidelines.
RC-0330,2025-12-27,2025-12,2025,Bakery and Snacks,Voortman Cookies,Voortman Cookies Granola Bars,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Voortman Cookies is recalling Granola Bars because a deviation from standard manufacturing practice occurred during production.
RC-0753,2025-12-28,2025-12,2025,Dairy and Eggs,Saputo Inc.,Saputo Inc. Cream Cheese,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Recall of Cream Cheese by Saputo Inc. because the product may contain undeclared peanuts which is not declared on the label.
RC-0290,2025-12-30,2025-12,2025,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Chicken Soup,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Alberta,Conagra Brands Canada is recalling Chicken Soup because the product was labelled with incorrect expiry date information.
RC-0403,2026-01-02,2026-01,2026,Beverages,Andrew Peller,Andrew Peller Smoothie,Labelling error,Class I,Serious health risk or death,3,4,1.2,British Columbia,Andrew Peller is recalling Smoothie because the product was labelled with incorrect expiry date information.
RC-0404,2026-01-04,2026-01,2026,Fruits and Vegetables,Naturipe,Naturipe Romaine Lettuce,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Alberta,Recall of Romaine Lettuce by Naturipe because the product may contain benzene at levels that exceed Health Canada guidelines.
RC-0625,2026-01-04,2026-01,2026,Pharmaceuticals,Apotex Inc.,Apotex Inc. Acetaminophen,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Alberta,Recall of Acetaminophen because of potential contamination with E. coli O157:H7. Consumers should not consume this product.
RC-0747,2026-01-04,2026-01,2026,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Baby Cereal,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,British Columbia,Gerber Canada is recalling Baby Cereal due to elevated levels of cadmium.
RC-0278,2026-01-06,2026-01,2026,Dairy and Eggs,Organic Meadow,Organic Meadow Cheddar Cheese,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,British Columbia,Recall of Cheddar Cheese because of potential contamination with Staphylococcus aureus. Consumers should not consume this product.
RC-0600,2026-01-07,2026-01,2026,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Shampoo,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,British Columbia,Recall of Shampoo by Unilever Canada because the product may contain cadmium at levels that exceed Health Canada guidelines.
RC-0570,2026-01-12,2026-01,2026,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Baby Cereal,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Baby Cereal because of potential contamination with Listeria monocytogenes. Consumers should not consume this product.
RC-0593,2026-01-13,2026-01,2026,Dairy and Eggs,Lactalis Canada,Lactalis Canada Egg Product,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Quebec,Lactalis Canada is recalling Egg Product because the product was labelled with incorrect nutritional information information.
RC-0129,2026-01-14,2026-01,2026,Bakery and Snacks,Frito-Lay Canada,Frito-Lay Canada Cookies,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Frito-Lay Canada is recalling Cookies due to the presence of benzene contamination.
RC-0623,2026-01-14,2026-01,2026,Pharmaceuticals,Pendopharm,Pendopharm Nasal Spray,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Pendopharm is recalling Nasal Spray due to undeclared sulphites. People with sensitivity to sulphites should not consume this product.
RC-0515,2026-01-15,2026-01,2026,Meat and Poultry,Olymel,Olymel Ground Beef,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Olymel is recalling Ground Beef because a deviation from standard manufacturing practice occurred during production.
RC-0690,2026-01-19,2026-01,2026,Beverages,Clearly Canadian,Clearly Canadian Smoothie,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,National,Clearly Canadian is conducting a voluntary recall of Smoothie due to the possible presence of undeclared shellfish.
